Id,Probability
0081300002RAlPdAAL,12
0081300002RygMjAAJ,12
0081300002RyniNAAR,12
0081300002d7JaUAAU,12
0084v00003shf31AAA,12
0084v00003shf52AAA,12
0081300002RAqoiAAD,12
0081300002SiBsAAAV,12
0081300002RB6esAAD,12
0081300002RBP7MAAX,12
0081300002UEdQuAAL,12
0081300002XMui0AAD,12
0081300002ZNapzAAD,12
0081300002RC6unAAD,12
0081300002RC6x8AAD,12
0081300002RygnuAAB,12
0081300002Rz2HaAAJ,12
0081300002SiJ29AAF,12
0081300002TNlj2AAD,12
0081300002TNmEZAA1,12
0081300002TNrxQAAT,12
0081300002d7JbIAAU,12
0084v00003shf37AAA,12
0084v00003shf58AAA,12
0081300002RCCZ7AAP,12
0081300002RCCZfAAP,12
0081300002RCCaiAAH,12
0081300002RCD5XAAX,12
0081300002RCK81AAH,12
0081300002Ryb72AAB,12
0081300002RzAwMAAV,12
0081300002RzxAxAAJ,12
0084v00003shf39AAA,12
0084v00003shf5AAAQ,12
0081300002RybGtAAJ,12
0081300002RybO8AAJ,12
0081300002TNxiGAAT,12
0081300002TQx97AAD,12
0081300002UEdxKAAT,12
0081300002Vgo38AAB,12
0081300002RzXXaAAN,12
0081300002RzXa0AAF,12
0081300002S0J7HAAV,12
0081300002S1MoaAAF,12
0081300002S1MozAAF,12
0081300002TNaUVAA1,12
0081300002TNrFqAAL,12
0081300002TNrHcAAL,12
0081300002TP4fRAAT,12
0081300002UkoetAAB,12
0081B00003hMJejQAG,12
0081B00003hMJekQAG,12
0081300002S0qXNAAZ,12
0081300002S0qYkAAJ,12
0081300002S0qZTAAZ,12
0084v00003shf3bAAA,12
0084v00003shf5cAAA,12
0081300002S0ycaAAB,12
0081300002UCZMYAA5,12
0081300002UlY4jAAF,12
0081300002Vgo59AAB,12
0081300002WS6zNAAT,12
0081300002ZNbvKAAT,12
0081300002aFp6vAAC,12
0081300002b8t8lAAA,12
0081300002c2cCbAAI,12
0081300002S1FmIAAV,12
0081300002S1FnfAAF,12
0081300002S1FoTAAV,12
0084v00003shf3fAAA,12
0084v00003shf5gAAA,12
0081300002S1OxKAAV,12
0081300002S1Oy9AAF,12
0081300002ShPF8AAN,12
0081300002ShPFSAA3,12
0081300002SiCuvAAF,12
0081300002SiCwJAAV,12
0081300002SiCwNAAV,12
0081300002Sk46AAAR,12
0084v00003shf3kAAA,12
0084v00003shf5lAAA,12
0081300002Si7wIAAR,12
0081300002Si7wmAAB,12
0081300002SjrN0AAJ,12
0081300002SjrOSAAZ,12
0081300002SjrOmAAJ,12
0081300002d7JcpAAE,12
0084v00003shf3oAAA,12
0084v00003shf5pAAA,12
0081300002SjrshAAB,12
0081300002SjrtGAAR,12
0084v00003shf3wAAA,12
0084v00003shf5xAAA,12
0081300002TQx6NAAT,12
0081300002TQx8nAAD,12
0081300002TQxQNAA1,12
0081300002TQxe5AAD,12
0081300002TQxlGAAT,12
0081300002UDVRXAA5,12
0081300002UkIjgAAF,12
0084v00003shf4DAAQ,12
0084v00003shf6EAAQ,12
0081300002UlbJDAAZ,12
0081300002WS6lfAAD,12
0081300002XMuJFAA1,12
0081300002ZNbugAAD,12
0081300002aFp4kAAC,12
0081300002lRpBqAAK,12
0081300002nCSyQAAW,12
0081300002nv9XxAAI,12
0081300002q7ppyAAA,12
0084v00003shf4EAAQ,12
0084v00003shf6FAAQ,12
0081300002VhzLhAAJ,12
0081300002VhzrnAAB,12
0081300002Vhzs2AAB,12
0081300002WS7GTAA1,12
0081300002WS7GsAAL,12
0081300002XKBvvAAH,12
0081300002XMR0qAAH,12
0081300002XMR15AAH,12
0081300002aDqPMAA0,12
0084v00003shf4GAAQ,12
0084v00003shf6HAAQ,12
0081300002WSA1WAAX,12
0081300002XK8W9AAL,12
0081300002XMuQuAAL,12
0084v00003shf4IAAQ,12
0084v00003shf6JAAQ,12
0081300002XJ9o7AAD,12
0081300002b79s7AAA,12
0081300002b8tXRAAY,12
0081300002b9G3ZAAU,12
0081300002d4BFaAAM,12
0081300002XKny3AAD,12
0081300002XM2UsAAL,12
0081300002XLDrkAAH,12
0081300002XLDt7AAH,12
0081300002aENcfAAG,12
0081300002epXbNAAU,12
0081300002fXeYAAA0,12
0081300002gnCGlAAM,12
0081300002goRVNAA2,12
0081300002fsVZgAAM,12
0081300002iO4mrAAC,12
0081300002XLDs9AAH,12
0081300002XLDsEAAX,12
0081300002XLFTTAA5,12
0081300002XLFTsAAP,12
0081300002YKfTFAA1,12
0081300002XLFQyAAP,12
0081300002YKfP3AAL,12
0081300002b8O3YAAU,12
0081300002b8OAyAAM,12
0081300002b8mXTAAY,12
0081300002XLFRwAAP,12
0081300002XM3CkAAL,12
0081300002e2D3SAAU,12
0081300002XMnHPAA1,12
0081300002XMnHkAAL,12
0081300002YMqoCAAT,12
0081300002ZOaWNAA1,12
0081300002aDsmIAAS,12
0081300002b7yrQAAQ,12
0081300002YJfcnAAD,12
0081300002ZNaw2AAD,12
0081300002b61KuAAI,12
0081300002YKcHNAA1,12
0081300002YMx4aAAD,12
0081300002c2cgqAAA,12
0081300002ZNb75AAD,12
0081300002c2cF6AAI,12
0081300002d5b8RAAQ,12
0081300002e2OM5AAM,12
0081300002ZNbAeAAL,12
0081300002b60xRAAQ,12
0081300002d5b03AAA,12
0081300002e1I8UAAU,12
0081300002epX8zAAE,12
0081300002gmINoAAM,12
0081300002iNssGAAS,12
0081300002olTjyAAE,12
0081300002rWdeVAAS,12
0081300002tX7ZUAA0,12
0081300002aE0UiAAK,12
0081300002aE6Q8AAK,12
0081300002aEzPNAA0,12
0081300002aF9riAAC,12
0081300002d60HIAAY,12
0081300002gmIOXAA2,12
0081300002iNsrcAAC,12
0081300002jPl6yAAC,12
0081300002hm7ETAAY,12
0081300002oMiTCAA0,12
0081300002p6JGWAA2,12
0081300002pyFUdAAM,12
0081300002qJ1tkAAC,12
0081300002rXXghAAG,12
0081300002xe906AAA,12
0081300002epWdrAAE,12
0081300002gpdrdAAA,12
0081300002jMfENAA0,12
0081300002olT71AAE,12
0081300002qYZfFAAW,12
0081300002vzqyDAAQ,12
0081300002xdYfZAAU,12
0081300002eq1NuAAI,12
0081300002jPCpAAAW,12
0081300002nvYAdAAM,12
0081300002oxBuCAAU,12
0081300002gnQiAAAU,12
0081300002gnQiyAAE,12
0081300002go7WIAAY,12
0081300002gpBBcAAM,12
0081300002gpBDTAA2,12
0081300002fsi9wAAA,12
0081300002jNKVLAA4,12
0081300002jNKVlAAO,12
0081300002iLlybAAC,12
0081300002iLlzjAAC,12
0081300002iMEn1AAG,12
0081300002myErNAAU,12
0081300002n6rD8AAI,12
0081300002pUNjWAAW,12
0081300002r7bOKAAY,12
0081300002stRrnAAE,12
0081300002kiA5fAAE,12
0081300002kiA6OAAU,12
0081300002kiAzYAAU,12
0081300002kiB0MAAU,12
0081300002kiB2hAAE,12
0081300002kiW1RAAU,12
0081300002jMfXPAA0,12
0081300002jMfXUAA0,12
0081300002jMfmtAAC,12
0081300002jMfpdAAC,12
0081300002jMfv2AAC,12
0081300002jMft1AAC,12
0081300002jMiDNAA0,12
0081300002rWdrTAAS,12
0081300002sPaZJAA0,12
0081300002sPW0bAAG,12
0081300002jMiFEAA0,12
0081300002mKF5HAAW,12
0081300002mKF6AAAW,12
0081300002oMiAbAAK,12
0081300002pNhoVAAS,12
0081300002jMiFiAAK,12
0081300002mKF94AAG,12
0081300002pNhFlAAK,12
0081300002jMs6XAAS,12
0081300002jNOETAA4,12
0081300002jNOF2AAO,12
0081300002k7BmbAAE,12
0081300002k7BrvAAE,12
0081300002k7NCKAA2,12
0081300002k7ND3AAM,12
0081300002hmVKrAAM,12
0081300002k7T7wAAE,12
0081300002k7TxNAAU,12
0081300002k7XIKAA2,12
0081300002k9BZBAA2,12
0081300002tDJxeAAG,12
0081300002tWgbNAAS,12
0081300002wd1DxAAI,12
0081300002wd2j6AAA,12
0081300002wewDFAAY,12
0081300002yZmWJAA0,12
0081B000031jGw9QAE,12
0081B000032xpZUQAY,12
0081B000034cKPqQAM,12
0081B000035U8P9QAK,12
0081B000035UZ7lQAG,12
0081B000035XAlVQAW,12
0081B000036JrkxQAC,12
0081B000036JrlMQAS,12
0081B000036JuoYQAS,12
0081B000037Z0qbQAC,12
0081B000038sfEcQAI,12
0081B00003B8YSiQAN,12
0081300002l7kfnAAA,12
0081300002l7kx3AAA,12
0081300002lFytbAAC,12
0081300002lUn43AAC,12
0081300002lxiCbAAI,12
0081300002nCG3xAAG,12
0081300002nvGvhAAE,12
0084v00003tHhNVAA0,12
0081300002mAR3wAAG,12
0081300002mbStlAAE,12
0081300002omq2sAAA,12
0081300002pQGqTAAW,12
0084v00003tHhOlAAK,12
0081300002oK0tyAAC,12
0081300002oMG7mAAG,12
0081300002owjJOAAY,12
0081300002pLT6jAAG,12
0081300002oMGMDAA4,12
0081300002oMGNpAAO,12
0081300002qIKcoAAG,12
0081300002qIKdNAAW,12
0081300002oOD2NAAW,12
0081300002oOECGAA4,12
0081300002ox5fYAAQ,12
0081300002oOF7jAAG,12
0081300002ploGbAAI,12
0081300002s4LpqAAE,12
0081300002olX1WAAU,12
0081300002po96bAAA,12
0081300002qYXW2AAO,12
0081300002owib4AAA,12
0081300002owj3tAAA,12
0081300002owj8tAAA,12
0081300002rkVN0AAM,12
0081300002sxHIyAAM,12
0081300002ox00cAAA,12
0081300002ox0CcAAI,12
0084v00003tHhi2AAC,12
0081300002oxPE6AAM,12
0081300002pJQJSAA4,12
0081300002pJQJhAAO,12
0081300002pPUdGAAW,12
0081300002pPYGzAAO,12
0081300002pPYLaAAO,12
0081300002pnqJMAAY,12
0081300002tWh4yAAC,12
0081300002tWh5XAAS,12
0081300002tYTyOAAW,12
0081300002uTq0uAAC,12
0081300002uUPV9AAO,12
0081300002uRykuAAC,12
0081300002uRynFAAS,12
0081300002uU9V8AAK,12
0081300002uU9WfAAK,12
0081300002uUt0zAAC,12
0081300002uUt6JAAS,12
0081300002vzHsAAAU,12
0081300002uVFPDAA4,12
0081B00003A9RsdQAF,12
0081300002vT4h4AAC,12
0081B0000386GkgQAE,12
0081B0000386GkhQAE,12
0081300002vT4q1AAC,12
0081B00002zmYowQAE,12
0081B00002zmuSfQAI,12
0081B000038ure1QAA,12
0081300002vT4qBAAS,12
0081300002vT4qzAAC,12
0081B00003A9rtsQAB,12
0081B00003Aki9MQAR,12
0081300002vT6AqAAK,12
0081300002vT6DLAA0,12
0081300002vT6FlAAK,12
0081300002vzxcMAAQ,12
0081300002vT7zfAAC,12
0081300002vT889AAC,12
0081300002ycB8TAAU,12
0081300002vT891AAC,12
0081300002vVaHsAAK,12
0081300002w04RPAAY,12
0081300002ycApMAAU,12
0081300002ycArmAAE,12
0081300002ycAsBAAU,12
0081B000034ecDTQAY,12
0081B000035VvAOQA0,12
0081300002vT89kAAC,12
0081300002vVZfjAAG,12
0081300002vVZfoAAG,12
0081300002w04MUAAY,12
0081300002ycAvUAAU,12
0081B000036ILDjQAO,12
0081B000037YcX7QAK,12
0081300002vTKvEAAW,12
0081B00002zm98iQAA,12
0081300002vTL0TAAW,12
0081B00002zmAhEQAU,12
0081300002vTaQDAA0,12
0081300002vTaR1AAK,12
0081300002vThL1AAK,12
0081B000030soo7QAA,12
0081B00003B90b7QAB,12
0081B00003B90b8QAB,12
0081B00003BgFZyQAN,12
0081300002vTheNAAS,12
0081B000035WmYAQA0,12
0081B000035WmbEQAS,12
0081300002vUJmGAAW,12
0081300002vUJmfAAG,12
0081300002vVlvfAAC,12
0081300002wfXk8AAE,12
0081B00002zjKIwQAM,12
0081B00002zkWnEQAU,12
0081300002vVBXMAA4,12
0081B0000328VwAQAU,12
0081300002vVBXRAA4,12
0081B0000328VwUQAU,12
0081300002vVBXvAAO,12
0081300002pnqKoAAI,12
0081300002pnqLwAAI,12
0081300002pnqM1AAI,12
0081300002qwA9QAAU,12
0081300002qwACKAA2,12
0081300002qwkGPAAY,12
0081300002q9IsOAAU,12
0081300002qAcfVAAS,12
0081300002qAchuAAC,12
0081B00003X3YpqQAF,12
0081300002qActqAAC,12
0081300002qFp0dAAC,12
0081300002qJ1BDAA0,12
0081300002qPhZzAAK,12
0081300002qwMlWAAU,12
0081300002qRoppAAC,12
0081300002qZfNsAAK,12
0081300002qZfOCAA0,12
0081300002qwA3hAAE,12
0081300002qwjGvAAI,12
0081300002qnVuWAAU,12
0081300002qnWOWAA2,12
0081300002qwMdhAAE,12
0081300002qwMlCAAU,12
0081300002rImQbAAK,12
0081300002qviomAAA,12
0081300002qwOZOAA2,12
0081300002qwOdZAAU,12
0081300002qwOeNAAU,12
0081300002rY819AAC,12
0081300002qxGEfAAM,12
0081300002qxahWAAQ,12
0081300002qxbrxAAA,12
0081300002qyPDHAA2,12
0081300002qyPFwAAM,12
0081300002qyPH4AAM,12
0081B00003eyC2yQAE,12
0081300002r7KPtAAM,12
0081300002r7KQcAAM,12
0081300002rsIzKAAU,12
0081300002rsL0uAAE,12
0081300002sMeizAAC,12
0081300002sMiAgAAK,12
0081300002sOEGRAA4,12
0081300002swfvAAAQ,12
0081300002sNLjPAAW,12
0081300002sPlzXAAS,12
0081300002wc29bAAA,12
0081300002wc2UoAAI,12
0081300002wcr4hAAA,12
0081B00002zmCLnQAM,12
0081300002wctvyAAA,12
0081300002we8C4AAI,12
0081300002weMASAA2,12
0081300002weKX0AAM,12
0081300002weKY3AAM,12
0081300002weTbCAAU,12
0081300002weVvyAAE,12
0081300002xfrMTAAY,12
0081B00003BfUcDQAV,12
0081B00003CLRtZQAX,12
0081B00003Eh9w9QAB,12
0081B00003Eh9wAQAR,12
0081300002wfYdrAAE,12
0081300002wfYeaAAE,12
0081300002wfojgAAA,12
0081300002xdNGqAAM,12
0081B000030HErNQAW,12
0081B000031h6XSQAY,12
0081B000031jGwJQAU,12
0081B000033Pln3QAC,12
0081B000038tcRuQAI,12
0081B000038tcS4QAI,12
0081B000038tcSYQAY,12
0081B00003B7IEiQAN,12
0081B00003B8ZyQQAV,12
0081B00003DNAjfQAH,12
0081B00003FMOWMQA5,12
0081B00003FMOWlQAP,12
0081B00003FPRTWQA5,12
0081B00003FPRTqQAP,12
0081B00003HBBCWQA5,12
0081B00003HPSFAQA5,12
0081B00003HbYzMQAV,12
0081B00003HdUXVQA3,12
0081B00003HdUXkQAN,12
0081B00003HdUYYQA3,12
0081B00003HdUYxQAN,12
0081B00003HdUbhQAF,12
0081B00003HdUbwQAF,12
0081300002xfqzyAAA,12
0081300002xfsRjAAI,12
0081300002xfsXhAAI,12
0081300002xgROqAAM,12
0081300002xfzKbAAI,12
0081B00003CEKmVQAX,12
0081300002xfzLAAAY,12
0081300002xg3cFAAQ,12
0081B00003CF1YuQAL,12
0081300002xfzQtAAI,12
0081B00003CLRttQAH,12
0081B00003E1EgqQAF,12
0081300002xfzR3AAI,12
0081B00003Eh9s7QAB,12
0081B00003Eh9s8QAB,12
0081B00003EhyYkQAJ,12
0081B00003X3XkAQAV,12
0081B00003X3XkZQAV,12
0081300002xfzRXAAY,12
0081B00003CLRsgQAH,12
0081B00003E21HAQAZ,12
0081300002xg0yhAAA,12
0081300002xg17UAAQ,12
0081300002xg1AEAAY,12
0081B000030JfesQAC,12
0081B000030sUE4QAM,12
0081B000030veSiQAI,12
0081300002xg1JBAAY,12
0081B00002zlRnSQAU,12
0081B000030IqQJQA0,12
0081B00003HeXTFQA3,12
0081300002xg1c8AAA,12
0081300002xg1g0AAA,12
0081300002xg1hmAAA,12
0081300002xg1hrAAA,12
0081300002xg1uMAAQ,12
0081B000031iNJSQA2,12
0081B000031jbwBQAQ,12
0081300002xg242AAA,12
0081B00003MJfDgQAL,12
0081B00003MJfDqQAL,12
0081300002xg22RAAQ,12
0081B000033xXWhQAM,12
0081300002xg2OqAAI,12
0081B000036sggWQAQ,12
0081B000039adLWQAY,12
0081B000039adLXQAY,12
0081300002xg2VqAAI,12
0081B000036sglaQAA,12
0081B0000384PsKQAU,12
0081B0000384v0qQAA,12
0081300002xg2lxAAA,12
0081B00003CLRpwQAH,12
0081B00003DNI8qQAH,12
0081B00003DNI9KQAX,12
0081300002xg2s7AAA,12
0081300002xgMFcAAM,12
0081B0000387GMxQAM,12
0081B000039YLMVQA4,12
0081B00003FMKAMQA5,12
0081300002xgT6ZAAU,12
0081300002xh5lSAAQ,12
0081300002xh5pZAAQ,12
0081300002yZlhfAAC,12
0081300002zadvmAAA,12
0081300002zaeU3AAI,12
0081B00002zmySFQAY,12
0081300002yb3TkAAI,12
0081300002ybZlVAAU,12
0081300002ybZlaAAE,12
0081300002ybZlkAAE,12
0081B000038sEItQAM,12
0081B000038sEIyQAM,12
0081300002ybaZzAAI,12
0081B000039a5W8QAI,12
0081B00003FQMizQAH,12
0081300002ybaeLAAQ,12
0081B000031h80VQAQ,12
0081B000031h82HQAQ,12
0081B000032ut6nQAA,12
0081B000033vKtXQAU,12
0081B000033vLv3QAE,12
0081B0000325ufmQAA,12
0081B00003276dKQAQ,12
0081B00003276eNQAQ,12
0081B00003276f6QAA,12
0081B0000329KnAQAU,12
0081B000032vIdBQAU,12
0081B000033xTQTQA2,12
0081B000036rCk4QAE,12
0081B000032x6YxQAI,12
0081B000032x6Z2QAI,12
0081B00003Kw0vHQAR,12
0081B00003KxFdaQAF,12
0081B00003KxFdbQAF,12
0081B000032xxEjQAI,12
0081B000035WRVjQAO,12
0081B000036LBIdQAO,12
0081B000033RT94QAG,12
0081B000033RT90QAG,12
0081B00003KvhafQAB,12
0081B00003KvhagQAB,12
0081B000033vGk7QAE,12
0081B000033vMK2QAM,12
0081B00003CL9guQAD,12
0081B00003KvgfUQAR,12
0081B000033waAVQAY,12
0081B000033wzU2QAI,12
0081B00003KvhQHQAZ,12
0081B00003KvhviQAB,12
0081B00003KvhvjQAB,12
0081B000033xUpGQAU,12
0081B000033xUtCQAU,12
0081B000033xvDWQAY,12
0081B000034cpJiQAI,12
0081B000034cpK7QAI,12
0081B000033xVlnQAE,12
0081B000033yL9lQAE,12
0081B000034cKWhQAM,12
0081B000036LZ1SQAW,12
0081B00003848XZQAY,12
0081B00003848XeQAI,12
0081B0000385QLnQAM,12
0081B000039bNQbQAM,12
0081B00003B6wlpQAB,12
0081B00003CKI5bQAH,12
0081B00003DNcc4QAD,12
0081B000034dnCrQAI,12
0081B000034eawWQAQ,12
0081B00003Kvfu9QAB,12
0081B00003KvQy8QAF,12
0081B00003KvQy9QAF,12
0081B000034dnSLQAY,12
0081B00003Np0L2QAJ,12
0081B00003Np0L3QAJ,12
0081B00003Np0LWQAZ,12
0081B00002zjJ5nQAE,12
0081B00002zjJ6bQAE,12
0081B000030HDlCQAW,12
0081B000031ggmvQAA,12
0081B00002zjmdIQAQ,12
0081B00002zk8YGQAY,12
0081B00002zkUUhQAM,12
0081B00002zkUVVQA2,12
0081B000030JcqvQAC,12
0081B00002zljrWQAQ,12
0081B00002zljsPQAQ,12
0081B00002zljsUQAQ,12
0081B00002zmY11QAE,12
0081B00002zmySbQAI,12
0081B00002zmAdVQAU,12
0081B00002zmAe4QAE,12
0081B000031hTqZQAU,12
0081B000031hTqyQAE,12
0081B00002zmAnaQAE,12
0081B000034ecCzQAI,12
0081B000034ecDiQAI,12
0081B000036plCQQAY,12
0081B000037YcVpQAK,12
0081B000039bNQRQA2,12
0081B00003Be4g2QAB,12
0081B00003CKI49QAH,12
0081B000030Gm33QAC,12
0081B000030Gm3SQAS,12
0081B000030GmDhQAK,12
0081B000030GmGgQAK,12
0081B000039aXhlQAE,12
0081B00003B89PfQAJ,12
0081B000030GmGqQAK,12
0081B00003B89H7QAJ,12
0081B00003X4Fw9QAF,12
0081B000030HCFAQA4,12
0081B000030HCFPQA4,12
0081B000030HCFUQA4,12
0081B000031h48pQAA,12
0081B000030HDmtQAG,12
0081B000030HDnmQAG,12
0081B000030I2BZQA0,12
0081B000030I2bqQAC,12
0081B000030HcbuQAC,12
0081B00003I2uwaQAB,12
0081B00003I2uwbQAB,12
0081B000030HccwQAC,12
0081B00003I2uwQQAR,12
0081B00003I2uwRQAR,12
0081B000030I1MVQA0,12
0081B000030JL1SQAW,12
0081B000030JL1cQAG,12
0081B00003G4M1bQAF,12
0081B00003I9bk7QAB,12
0081B00003I9bk8QAB,12
0081B000030sUYLQA2,12
0081B000030sUZJQA2,12
0081B000030ssQEQAY,12
0081B000030thSRQAY,12
0081B000031E3NVQA0,12
0081B000031EV9yQAG,12
0081B000031EVBQQA4,12
0081B000031EVBqQAO,12
0081B00003JMLzlQAH,12
0081B00003JMLzmQAH,12
0081B00003JMLzqQAH,12
0081B000035TqJdQAK,12
0081B000035V1XqQAK,12
0081B000035V1YKQA0,12
0081B000035XAlBQAW,12
0081B000035XcGZQA0,12
0081B000036IkPTQA0,12
0081B000036IkPiQAK,12
0081B000036qTklQAE,12
0081B000037WvA5QAK,12
0081B000037XNCGQA4,12
0081B000037XlP6QAK,12
0081B000037XmNcQAK,12
0081B000037XmP4QAK,12
0081B00003ABF9cQAH,12
0081B000035VTEhQAO,12
0081B000035Vv5TQAS,12
0081B000036KjqgQAC,12
0081B000037YGM7QAO,12
0081B000037YGQsQAO,12
0081B000037Z4CEQA0,12
0081B0000386GgkQAE,12
0081B000038t4yPQAQ,12
0081B000035VvLlQAK,12
0081B00003AAGPlQAP,12
0081B00003AkkP7QAJ,12
0081B00003Be4fYQAR,12
0081B000035VyMmQAK,12
0081B000036IGRgQAO,12
0081B000036IGV4QAO,12
0081B000036IGV9QAO,12
0081B000036KJvrQAG,12
0081B00003KvgBjQAJ,12
0081B00003NqveTQAR,12
0081B00003NqveUQAR,12
0081B000036Lx71QAC,12
0081B000036Lx7pQAC,12
0081B000036LxE2QAK,12
0081B000036LxLdQAK,12
0081B000036LxOgQAK,12
0081B000036M3mwQAC,12
0081B000036M3klQAC,12
0081B000036M3lPQAS,12
0081B000036poIfQAI,12
0081B000036poIkQAI,12
0081B000036rVArQAM,12
0081B00003NrjXjQAJ,12
0081B00003PnSMyQAN,12
0081B000037W2e5QAC,12
0081B000037W2yoQAC,12
0081B000037W2z3QAC,12
0081B000038tcriQAA,12
0081B000037W6ZiQAK,12
0081B000037W6aWQAS,12
0081B000037W7LtQAK,12
0081B000037Z79lQAC,12
0081B0000384WFbQAM,12
0081B000038515hQAA,12
0081B000037WUzZQAW,12
0081B000037XkWaQAK,12
0081B00003JMKbOQAX,12
0081B000037XmeiQAC,12
0081B00003AC0KmQAL,12
0081B000037XrLGQA0,12
0081B000037XrLuQAK,12
0081B0000383cO1QAI,12
0081B00003843yYQAQ,12
0081B0000386GzfQAE,12
0081B00003ABCX7QAP,12
0081B00003ABCXHQA5,12
0081B00003CFEMAQA5,12
0081B00003CJmgoQAD,12
0081B0000383gOZQAY,12
0081B0000383gQ6QAI,12
0081B0000385kj2QAA,12
0081B0000385knYQAQ,12
0081B0000385lTZQAY,12
0081B00003PnSPdQAN,12
0081B00003PnSPeQAN,12
0081B0000385segQAA,12
0081B0000386Ex3QAE,12
0081B0000386ExXQAU,12
0081B0000387F9xQAE,12
0081B0000386FG5QAM,12
0081B0000386FGFQA2,12
0081B00003PnDhjQAF,12
0081B0000386JgUQAU,12
0081B000039YK14QAG,12
0081B00003A9wCiQAJ,12
0081B00003A9wCjQAJ,12
0081B0000387FDVQA2,12
0081B00003QTy72QAD,12
0081B000038tb6BQAQ,12
0081B000038u05aQAA,12
0081B000038u064QAA,12
0081B00003B63MMQAZ,12
0081B00003B6uFXQAZ,12
0081B00003Be4dIQAR,12
0081B00003BZEhEQAX,12
0081B00003E1bBXQAZ,12
0081B00003E24TZQAZ,12
0081B00003E3M81QAF,12
0081B00003T04AkQAJ,12
0081B00003T04LYQAZ,12
0081B000039XwtmQAC,12
0081B00003R3wqSQAR,12
0081B00003R3wqTQAR,12
0081B000039Zg8uQAC,12
0081B000039ZgA2QAK,12
0081B000039a5SGQAY,12
0081B000039a5TdQAI,12
0081B000039aV56QAE,12
0081B00003I1m4FQAR,12
0081B00003I2jKUQAZ,12
0081B000039az6KQAQ,12
0081B00003NrN77QAF,12
0081B00003NrN78QAF,12
0081B00003YlToGQAV,12
0081B00003YlV4lQAF,12
0081B00003b5nlrQAA,12
0081B000039az9EQAQ,12
0081B00003Nqk1iQAB,12
0081B000039azKRQAY,12
0081B00003QVNhAQAX,12
0081B000039azf5QAA,12
0081B000039aziiQAA,12
0081B00003A9RzTQAV,12
0081B00003MJuJlQAL,12
0081B00003NoyYYQAZ,12
0081B00003NoyYZQAZ,12
0081B00003A9wB6QAJ,12
0081B00003DKf5DQAT,12
